"search-number","evaluation","weight1*","weight2*","weight3*","weight4*","weight5*","weight6*","weight7*","weight8*","weight9*","weight10*","weight11*","weight12*","weight13*","weight14*","weight15*","weight16*","weight17*","weight18*","weight19*","weight20*","weight21*","weight22*","weight23*","weight24*","weight25*","weight26*","weight27*","weight28*","weight29*","weight30*","weight31*","weight32*","weight33*","weight34*","weight35*","weight36*","weight37*","weight38*","weight39*","weight40*","weight41*","weight42*","weight43*","weight44*","weight45*","weight46*","weight47*","weight48*","weight49*","weight50*","weight51*","weight52*","weight53*","weight54*","weight55*","weight56*","weight57*","weight58*","weight59*","weight60*","weight61*","weight62*","weight63*","weight64*","weight65*","weight66*","weight67*","weight68*","weight69*","weight70*","weight71*","weight72*","weight73*","weight74*","weight75*","weight76*","weight77*","weight78*","delay1*","delay2*","delay3*","delay4*","delay5*","delay6*","delay7*","delay8*","delay9*","delay10*","delay11*","delay12*","delay13*","delay14*","delay15*","delay16*","delay17*","delay18*","delay19*","delay20*","delay21*","delay22*","delay23*","delay24*","delay25*","delay26*","delay27*","delay28*","delay29*","delay30*","delay31*","delay32*","delay33*","delay34*","delay35*","delay36*","delay37*","delay38*","delay39*","delay40*","delay41*","delay42*","delay43*","delay44*","delay45*","delay46*","delay47*","delay48*","delay49*","delay50*","delay51*","delay52*","delay53*","delay54*","delay55*","delay56*","delay57*","delay58*","delay59*","delay60*","delay61*","delay62*","delay63*","delay64*","delay65*","delay66*","delay67*","delay68*","delay69*","delay70*","delay71*","delay72*","delay73*","delay74*","delay75*","delay76*","delay77*","delay78*","num-replicates","best-fitness-so-far"
"1","4000","14.600000000000001","18.200000000000003","-17.2","7.600000000000001","9.400000000000002","-3.8000000000000007","19.400000000000006","12.600000000000001","-11.6","11.8","-11.4","3.400000000000002","-5.199999999999999","-20","-13.399999999999999","-11.4","-7.199999999999999","11","13","8.8","19.400000000000006","4.800000000000001","20","-11","-11.4","-20","16","18.200000000000003","11.600000000000001","2.400000000000002","4.200000000000003","-14.6","4.200000000000003","-12.8","-11.2","20","15.600000000000001","-13","15.399999999999999","12.200000000000003","7.400000000000002","2.400000000000002","-10.6","-14.8","-5.399999999999999","-10.799999999999999","12","8","9.8","4.600000000000001","-4.6","-12.8","8","-15.2","-0.7999999999999972","9.200000000000003","20","9.400000000000002","16.6","20","20","-5.199999999999999","3.400000000000002","-20","9.400000000000002","7.200000000000003","-14.6","-4","20","-19.2","-14.399999999999999","6.800000000000001","-13.399999999999999","-10.2","-9","-10","2.6000000000000014","9.600000000000001","4","4","1","4","7","1","7","3","2","1","5","1","4","6","1","7","1","3","1","5","6","1","1","4","1","4","2","1","7","7","7","3","2","2","6","4","6","5","4","5","6","4","4","2","5","4","2","2","5","2","7","3","6","7","5","1","6","4","6","1","7","1","2","7","5","2","1","7","7","1","1","5","6","1","1","4","6","3","1","52"
